likert_survey,,,,,,,,,,,,,
response_id,exp_profession,exp_flu_vax,exp_gender,exp_race,exp_ethnicity,exp_age_bin,exp_already_vax,resp_safety,resp_confidence_science,resp_concern_safety,resp_feel_safe_at_work,resp_will_recommend,resp_trust_info
501,1,1,0,5,2,25,1,1,1,5,1,1,1
502,1,1,0,5,1,20,1,1,2,5,1,1,2
503,1,1,1,5,2,20,1,1,1,5,1,1,1
504,1,1,0,2,2,25,1,1,1,4,1,1,1
505,1,1,0,5,2,20,1,1,1,5,1,1,1
506,1,1,1,2,2,25,1,1,1,4,2,1,1
507,1,1,0,5,2,20,1,1,1,5,1,1,1
508,1,1,0,5,2,25,1,1,1,5,2,1,1
509,1,1,0,4,2,25,1,2,2,2,2,1,2
510,0,1,0,5,2,25,1,2,1,3,1,1,2
511,1,1,0,5,2,25,1,1,1,4,1,1,1
512,1,1,0,5,2,25,1,1,1,2,2,1,1
513,1,1,0,1,2,25,1,1,1,4,1,1,1
514,1,1,1,2,2,20,1,1,1,5,1,1,1
515,0,1,0,1,2,30,1,3,1,2,3,2,1
516,0,1,1,2,2,25,1,1,2,2,1,1,2
517,1,1,0,2,,25,0,1,2,4,1,1,1
518,1,1,0,5,2,25,1,2,2,2,2,2,2
519,1,1,1,5,2,20,1,1,1,5,1,1,1
520,1,1,0,5,2,20,1,1,1,5,1,1,1
521,1,1,1,2,2,20,1,1,1,4,1,1,1
522,1,1,0,5,1,30,1,1,1,4,1,1,1
523,1,1,0,5,2,25,1,1,1,5,1,1,1
524,1,1,,,,,1,,,,,,
525,1,1,,,,,1,,,,,,
526,1,1,0,2,2,25,1,1,1,5,1,1,1
527,1,1,,,,,1,,,,,,
528,1,,,,,,,,,,,,
529,,,,,,,,,,,,,
530,1,1,,,,,1,,,,,,
531,1,1,,,,,1,,,,,,
532,1,1,,,,,1,,,,,,
533,1,1,0,5,2,25,1,1,1,4,1,1,1
534,0,1,,,,,0,,,,,,
535,0,1,0,5,2,30,1,2,2,2,1,1,2
536,1,1,0,5,2,25,1,1,1,4,1,1,1
537,1,1,1,5,2,25,1,1,1,5,1,1,1
538,1,0,1,3,2,25,1,1,1,5,1,1,1
539,1,1,0,5,2,25,1,1,1,5,1,1,1
540,1,1,1,5,2,25,1,1,1,5,1,1,1
541,1,1,0,5,2,25,1,1,1,4,2,1,1
542,1,1,1,5,2,25,1,1,1,4,1,1,1
543,1,1,,,,,1,,,,,,
544,0,1,0,,,25,1,1,1,4,1,1,1
545,1,1,1,5,2,25,1,1,1,2,1,1,1
546,1,1,0,5,2,25,1,1,1,5,1,1,1
547,1,1,1,5,2,25,1,1,1,4,1,1,1
548,1,1,,,,,1,,,,,,
549,1,1,,,,,1,,,,,,
550,1,1,,,,,1,,,,,,
551,,1,0,2,2,20,1,1,1,4,1,1,1
552,1,0,,,,,1,,,,,,
553,1,1,,,,,1,,,,,,
554,1,1,0,5,2,25,1,1,1,5,1,1,1
555,1,1,,,,,1,,,,,,
556,,,,,,,,,,,,,
557,1,1,,,,,1,,,,,,
558,0,1,,,,,1,,,,,,
559,1,1,,,,,1,,,,,,
560,1,1,,,,,1,,,,,,
561,,1,1,5,,25,1,1,1,4,3,1,2
562,1,0,,,,,1,,,,,,
563,1,1,,,,,1,,,,,,
564,0,1,0,,1,25,1,1,4,1,2,1,1
565,1,1,0,5,2,20,1,1,2,4,1,1,2
566,1,0,1,2,2,25,1,1,1,5,1,1,1
567,1,1,0,5,2,25,1,1,1,4,1,1,1
568,0,1,0,5,2,25,1,1,1,5,1,1,3
569,0,1,,,,,1,,,,,,
570,1,1,,,,,1,,,,,,
571,1,1,0,5,2,25,1,1,1,4,1,1,1
572,0,1,,,,,0,,,,,,
573,0,0,,,,,1,,,,,,
574,1,1,0,5,1,25,1,1,1,4,1,1,1
575,0,1,,,,,1,,,,,,
576,0,1,,,,,1,,,,,,
577,,,,,,,,,,,,,
578,1,1,0,,,30,1,1,1,4,1,1,1
579,0,0,,,,,1,,,,,,
580,1,1,1,1,1,25,1,1,2,4,1,1,1
581,1,1,1,,1,25,1,1,1,5,1,1,1
582,1,1,0,2,2,20,1,1,1,4,1,1,1
583,1,1,0,5,2,25,1,1,1,5,1,1,1
584,1,0,,,,,1,,,,,,
585,1,1,,,,,1,,,,,,
586,1,1,,,,,1,,,,,,
587,1,1,,,,,1,,,,,,
588,1,1,,,,,1,,,,,,
589,0,1,0,5,1,30,1,1,1,4,1,1,1
590,1,1,,,,,1,,,,,,
591,1,1,0,5,2,25,1,1,1,3,1,1,1
592,1,1,0,5,2,25,1,1,1,5,1,1,1
593,1,1,1,5,2,25,1,1,1,4,1,1,1
594,1,1,0,5,2,25,1,1,1,4,1,1,1
595,1,1,0,3,2,25,0,1,2,2,1,1,2
596,1,1,1,3,2,25,1,1,1,5,1,1,1
597,1,1,,,,,1,,,,,,
598,1,1,0,2,,20,1,1,1,4,1,1,1
599,1,1,0,5,2,25,1,2,2,5,1,1,2
600,1,1,0,5,2,25,1,1,1,5,1,1,1
601,1,1,0,,2,25,1,1,2,4,1,1,1
602,1,1,0,5,2,25,1,1,1,4,1,1,1
603,1,1,0,2,2,30,1,1,1,5,1,1,1
604,1,1,1,5,2,25,1,1,1,1,1,1,1
605,1,1,0,5,2,20,1,1,1,3,1,1,1
606,1,1,1,5,1,20,1,1,1,3,1,1,1
607,1,1,1,5,2,25,1,1,1,5,1,1,1
608,1,1,1,5,,30,1,1,1,5,1,1,1
609,1,1,1,5,2,25,1,1,1,5,1,1,1
610,1,1,1,5,2,25,1,1,1,5,1,1,1
611,1,1,1,5,2,30,1,1,2,3,1,1,2
612,1,1,1,2,2,25,1,1,1,4,1,1,1
613,1,1,0,3,2,25,1,1,1,4,1,1,1
614,1,1,0,5,2,20,1,1,2,3,1,1,1
615,1,1,0,5,2,20,1,1,1,4,1,1,1
616,1,0,0,5,1,20,1,2,3,2,1,2,2
617,1,1,1,5,2,25,1,1,1,5,1,1,1
618,1,1,1,5,2,25,1,1,1,4,1,1,1
619,1,1,1,5,2,25,1,1,1,3,1,1,1
620,1,1,1,2,2,20,1,1,1,3,1,1,1
621,1,1,1,5,2,25,1,1,1,5,1,1,1
622,1,1,0,2,2,25,1,1,1,4,1,1,1
623,1,1,1,3,2,25,1,1,1,2,1,1,1
624,1,1,0,5,2,20,1,1,1,3,1,1,1
625,1,1,1,5,2,20,1,1,1,4,1,1,1
626,1,1,0,5,2,25,1,1,1,4,1,1,1
627,1,1,,,,,1,,,,,,
628,1,1,,,,,1,,,,,,
629,1,1,0,5,2,25,1,1,2,5,1,1,1
630,1,1,0,3,2,20,1,1,1,2,1,1,2
631,1,1,0,3,2,25,1,1,1,5,1,1,1
632,1,1,1,5,1,20,1,1,1,4,1,1,1
633,1,1,,,,,1,,,,,,
634,1,1,0,2,2,20,1,1,2,3,1,1,1
635,1,1,1,5,2,25,1,1,1,4,1,1,2
636,1,1,0,5,2,30,1,2,2,2,1,1,2
637,1,1,1,2,2,25,1,1,1,5,1,1,1
638,1,1,1,5,2,20,1,1,1,5,1,1,3
639,1,1,0,5,2,30,1,2,2,2,1,2,1
640,1,1,0,5,2,25,1,1,1,4,1,1,1
641,1,1,0,2,2,25,1,1,2,3,1,1,1
642,1,1,0,5,2,20,1,1,1,4,1,1,1
643,1,1,1,2,2,30,1,1,1,2,1,1,1
644,1,1,4,2,2,20,1,1,1,3,1,1,1
645,1,1,0,5,2,20,1,1,1,5,1,1,1
646,1,1,0,5,2,30,1,1,2,4,1,1,1
647,1,1,1,5,2,25,1,1,1,2,2,1,2
648,1,1,0,5,2,20,1,1,1,2,1,1,1
649,1,1,0,5,2,25,1,1,1,4,1,1,1
650,1,1,1,5,2,25,1,1,1,1,1,1,1
651,1,1,0,5,2,25,1,1,1,4,1,1,1
652,1,1,0,2,2,25,1,1,1,3,1,1,1
653,1,1,0,5,2,20,1,1,1,5,1,1,1
654,1,1,1,5,2,20,1,1,1,5,1,1,1
655,1,1,1,5,2,25,1,1,2,4,1,1,1
656,1,1,1,5,2,25,1,1,1,5,1,1,1
657,1,1,1,5,2,20,1,1,1,5,1,1,1
658,1,1,1,,2,25,1,1,1,5,3,1,1
659,1,1,,,,,1,,,,,,
660,1,1,,,,,1,,,,,,
661,1,1,,,,,1,,,,,,
662,1,1,,,,,1,,,,,,
663,1,1,1,5,2,30,1,1,1,5,1,1,1
664,1,1,1,5,2,25,1,1,1,5,1,1,1
665,1,1,0,5,2,25,1,1,1,5,1,1,1
666,1,1,1,2,2,25,1,2,2,4,1,1,2
667,1,1,0,5,2,25,1,1,2,3,1,1,2
668,1,1,1,5,2,25,1,1,1,4,1,1,1
669,1,1,0,5,2,25,1,1,1,5,1,1,1
670,1,1,1,2,2,20,1,1,1,4,1,1,1
671,1,1,0,5,2,25,1,1,1,5,1,1,1
672,1,1,1,5,2,25,1,1,2,3,3,1,2
673,1,1,1,5,2,25,1,1,1,3,1,1,1
674,1,1,0,5,2,30,1,1,1,4,1,1,1
675,1,1,1,5,2,25,1,1,1,4,1,1,2
676,1,1,0,5,2,25,1,1,1,2,1,1,1
677,1,1,0,2,2,25,1,1,1,5,1,1,1
678,1,1,1,5,2,25,1,1,1,5,1,1,1
679,1,1,0,5,2,20,1,1,1,5,1,1,1
680,1,0,0,2,2,20,1,1,1,5,1,1,1
681,1,1,1,,1,20,1,1,1,3,1,1,1
682,1,1,1,2,2,25,1,1,1,1,1,1,1
683,1,1,0,3,2,30,1,2,2,2,2,1,2
684,1,1,,,,,1,,,,,,
685,1,1,0,5,1,25,1,1,1,5,1,1,1
686,1,1,0,5,2,25,1,1,1,2,1,1,1
687,1,0,0,5,2,30,0,3,4,2,4,3,3
688,1,1,0,2,2,25,1,1,2,5,1,1,1
689,1,1,1,5,2,25,1,1,1,5,1,1,1
690,1,1,0,5,2,30,1,1,1,3,1,1,1
691,1,1,0,5,2,25,1,1,1,2,1,1,1
692,1,1,0,3,2,25,1,1,1,2,1,1,1
693,1,1,1,5,2,25,1,1,1,4,1,1,1
694,1,1,0,5,2,20,1,1,1,5,1,1,1
695,1,1,0,5,2,25,1,2,2,2,1,2,2
696,1,1,0,5,2,25,1,1,1,3,1,1,1
697,1,1,1,2,2,20,1,1,1,5,1,1,1
698,1,1,1,2,2,25,1,1,1,4,2,1,1
699,1,1,1,5,2,25,1,1,1,5,1,1,1
700,1,1,1,3,,25,1,1,1,4,1,1,1
701,1,0,1,5,2,30,1,1,1,5,1,1,1
702,1,1,0,5,2,20,1,2,2,4,1,1,1
703,1,1,0,5,2,20,1,1,1,5,1,1,1
704,1,1,1,3,2,,1,3,2,3,3,2,2
705,1,0,0,5,2,20,1,1,1,4,1,1,1
706,0,1,0,2,2,25,1,1,1,5,1,1,1
707,0,1,1,5,1,30,1,1,1,5,1,1,1
708,0,1,0,2,2,30,1,1,1,4,1,1,2
709,,1,0,5,2,25,1,1,1,5,1,1,2
710,1,0,3,5,2,25,0,4,5,2,4,3,4
711,1,1,1,5,2,25,1,1,1,5,1,1,1
712,1,1,1,5,2,25,1,1,1,5,1,1,1
713,0,0,0,5,1,30,0,4,4,2,2,2,2
714,0,1,0,5,2,25,1,2,1,4,1,1,1
715,0,1,0,,1,25,1,1,1,4,1,1,2
716,1,1,0,5,2,25,1,2,2,4,1,1,1
717,1,1,1,5,2,30,1,1,1,1,3,1,1
718,1,1,1,2,2,,1,1,2,4,1,1,2
719,1,1,0,5,2,25,1,1,1,4,1,1,1
720,1,1,1,5,2,30,1,1,2,4,2,1,1
721,1,1,0,5,2,20,1,1,1,4,1,1,1
722,1,1,0,5,2,25,1,2,2,4,2,1,1
723,1,1,0,5,2,25,1,1,1,4,1,1,1
724,1,1,0,5,2,25,1,1,1,5,1,1,1
725,1,1,0,2,2,25,0,3,2,2,2,2,2
726,1,1,0,,1,25,1,1,1,5,1,1,1
727,1,1,1,5,2,25,1,1,1,5,1,1,1
728,0,1,0,5,2,30,1,1,1,4,1,1,1
729,1,1,1,5,2,25,0,3,4,2,5,5,5
730,1,1,1,5,2,25,1,1,1,3,1,1,1
731,1,1,0,5,2,25,1,1,1,5,1,1,1
732,1,1,0,5,2,25,1,2,2,4,1,1,4
733,1,1,1,5,2,30,1,1,1,4,1,1,1
734,1,1,0,5,2,25,0,3,5,1,4,4,5
735,1,1,0,2,2,20,1,2,1,3,1,1,2
736,0,1,0,5,2,20,1,1,1,4,1,1,1
737,1,1,0,5,2,25,1,1,2,3,1,1,1
738,1,1,1,3,2,,1,1,1,2,1,1,1
739,1,1,0,1,1,20,1,2,2,2,2,1,1
740,1,1,1,3,2,20,1,1,1,2,1,1,1
741,1,1,1,5,2,25,1,1,2,3,1,1,1
742,1,1,0,2,2,25,1,2,3,2,3,1,2
743,1,1,3,5,2,25,1,1,1,4,1,1,1
744,1,1,0,5,2,20,1,1,1,5,1,1,1
745,1,1,0,5,2,20,1,2,2,4,2,2,2
746,1,0,1,5,2,25,0,1,3,4,5,3,5
747,1,1,4,,,25,1,1,1,5,1,1,1
748,1,1,1,5,2,25,1,1,1,5,1,1,1
749,1,1,0,5,2,25,1,1,1,4,1,1,1
750,1,1,1,5,2,20,1,1,1,4,1,1,1
751,1,1,0,5,2,25,1,1,1,4,1,1,1
752,1,0,1,5,2,30,1,1,2,2,1,1,1
753,1,1,4,,,25,0,2,2,3,3,4,3
754,1,1,0,2,2,25,1,1,1,4,1,1,1
755,1,1,,,,,1,,,,,,
756,1,1,3,5,2,20,1,1,1,5,1,1,1
757,1,1,,,,,1,,,,,,
758,1,1,,,,,1,,,,,,
759,1,1,,,,,1,,,,,,
760,1,1,1,5,2,20,1,2,1,2,1,1,1
761,1,1,,,,,1,,,,,,
762,1,1,0,5,2,25,1,1,1,2,1,1,1
763,1,1,0,,1,,0,,,,,,
764,1,1,1,5,2,25,0,2,2,4,3,1,2
765,1,1,0,5,2,25,1,1,1,4,1,1,1
766,1,1,0,5,2,20,1,1,1,2,1,1,1
767,1,1,1,5,2,25,1,3,3,1,2,2,4
768,1,1,0,5,2,25,1,1,1,5,1,1,1
769,1,1,1,5,2,25,1,1,1,5,1,1,1
770,1,1,1,2,2,20,1,1,1,3,2,1,1
771,1,1,0,5,2,25,1,1,1,5,1,1,1
772,1,1,0,5,2,20,1,1,1,4,1,1,1
773,1,1,0,5,2,25,1,1,1,5,1,1,1
774,1,1,0,2,2,25,0,1,1,2,1,1,1
775,1,1,0,2,2,20,1,2,2,2,1,1,1
776,1,1,0,5,2,20,1,1,1,5,1,1,1
777,1,1,0,5,2,20,1,2,2,3,2,1,2
778,1,1,1,1,2,25,1,2,2,3,2,3,2
779,1,1,0,5,2,25,1,3,4,1,4,4,3
780,1,0,0,2,2,20,1,1,1,5,1,1,1
781,1,1,0,2,2,25,1,1,1,5,1,1,1
782,1,1,1,5,2,25,1,1,1,4,1,1,2
783,,1,0,5,2,25,1,1,1,4,1,1,1
784,1,1,0,5,2,25,1,1,1,4,1,1,1
785,1,1,0,5,2,20,1,1,1,4,1,1,1
786,1,1,0,5,2,25,1,1,1,5,1,1,1
787,1,1,0,3,2,30,1,1,1,4,1,1,1
788,1,1,0,5,2,25,1,1,1,5,1,1,1
789,1,1,0,5,2,20,1,1,1,2,1,1,1
790,1,1,1,5,,30,1,1,2,3,1,1,2
791,1,1,1,5,2,25,1,1,1,5,1,1,1
792,1,1,0,2,2,25,1,1,1,4,1,1,1
793,0,1,0,5,2,25,1,2,2,3,1,1,1
794,0,1,0,5,2,25,1,1,2,5,1,1,2
795,1,1,0,3,2,20,0,2,2,2,3,3,4
796,1,1,,,,,1,,,,,,
797,1,1,1,5,2,25,1,1,1,5,1,1,1
798,1,1,0,2,2,20,1,1,1,5,1,1,2
799,1,1,0,5,2,25,1,1,1,4,1,1,2
800,1,1,0,5,2,25,1,1,1,2,2,1,1
801,1,1,0,5,2,25,1,1,1,3,2,1,2
802,1,1,0,5,1,20,1,2,1,2,1,1,2
803,1,1,1,5,2,25,1,1,1,1,2,1,1
804,1,1,0,5,2,30,1,1,1,5,1,1,1
805,1,1,0,5,2,20,1,1,1,2,2,1,1
806,1,1,0,5,2,25,1,1,1,3,1,1,2
807,1,1,0,2,2,25,1,2,2,3,1,1,2
808,1,1,0,5,2,25,0,4,4,2,5,3,2
809,1,1,4,5,2,25,1,2,2,3,2,2,3
810,1,1,0,5,2,20,1,1,1,5,1,1,1
811,1,1,1,2,2,25,1,1,1,4,1,1,2
812,1,1,0,2,2,25,1,1,1,5,1,1,1
813,1,1,1,2,2,25,1,1,1,4,1,1,1
814,0,1,0,5,2,25,1,1,1,2,1,1,1
815,0,1,0,5,2,25,1,1,1,5,1,1,1
816,1,1,1,5,2,20,1,1,1,4,1,1,2
817,1,1,0,5,2,20,1,3,2,2,2,3,3
818,1,1,1,2,2,25,1,1,1,5,1,1,1
819,1,1,0,5,2,25,1,1,1,4,1,1,1
820,1,0,0,2,2,20,1,1,1,3,1,1,1
821,1,1,0,,2,25,1,1,1,3,1,1,1
822,1,1,,,,,1,,,,,,
823,1,1,0,5,2,25,1,1,1,5,1,1,1
824,1,1,0,5,2,20,1,1,1,4,1,1,1
825,1,1,1,5,2,20,1,1,1,4,1,1,2
826,1,1,1,2,2,20,1,1,1,3,1,1,2
827,1,1,0,5,2,30,1,1,1,4,1,1,1
828,1,1,0,5,2,25,1,1,1,4,1,1,1
829,1,1,1,5,2,25,1,1,1,5,1,1,1
830,1,1,1,5,2,30,1,2,2,2,1,1,2
831,1,1,0,2,2,20,1,1,2,2,1,1,1
832,1,1,1,5,2,25,1,1,1,4,1,1,1
833,1,1,,,,,1,,,,,,
834,1,1,1,2,2,20,1,1,1,5,1,1,1
835,,,,,,,,,,,,,
836,1,1,0,5,2,25,1,2,2,1,1,1,1
837,1,0,1,5,,25,1,1,1,4,1,1,2
838,0,1,0,5,2,25,1,1,1,5,1,1,1
839,0,1,0,5,2,30,1,3,4,2,4,2,4
840,0,1,0,5,2,30,1,1,1,5,1,1,1
841,0,1,0,5,2,30,1,1,1,2,1,1,2
842,1,1,4,5,2,30,1,3,4,2,5,3,2
843,0,1,0,3,2,30,1,2,2,2,2,2,2
844,1,1,,,,,1,,,,,,
845,1,1,1,5,2,25,0,3,4,2,5,5,4
846,1,1,0,5,2,25,1,1,1,5,1,1,1
847,0,1,0,5,2,25,0,2,1,4,5,2,2
848,1,1,1,5,2,25,1,1,1,,1,2,2
849,0,1,0,5,2,25,1,1,1,5,3,1,2
850,0,1,0,5,2,,1,1,1,1,1,1,1
851,0,1,0,5,2,30,1,1,1,4,3,1,1
852,0,1,0,5,1,30,1,1,1,2,1,1,1
853,0,1,4,1,1,30,0,3,5,1,5,3,5
854,0,0,1,5,2,30,0,5,5,1,5,5,1
855,0,1,1,5,1,20,1,2,2,5,2,1,1
856,0,1,0,5,2,30,1,1,2,4,3,1,1
857,0,1,0,5,,25,1,1,2,4,1,1,2
858,0,1,0,5,2,30,1,1,1,4,2,1,1
859,0,1,0,5,2,30,1,1,1,5,1,1,1
860,0,1,0,5,1,30,1,2,2,1,2,2,2
861,1,1,1,5,1,25,1,1,1,4,1,1,1
862,0,1,0,5,2,20,1,1,1,2,2,1,2
863,0,1,0,5,2,30,0,3,4,2,5,3,4
864,0,1,0,5,2,30,1,2,2,2,3,1,3
865,0,1,0,2,2,30,1,1,1,3,1,1,1
866,0,1,0,5,2,25,1,2,2,4,2,2,2
867,0,1,0,5,2,25,1,1,1,4,1,1,1
868,0,0,0,3,2,30,1,1,1,2,2,1,1
869,0,1,0,5,2,25,1,1,2,2,1,1,1
870,0,0,0,3,2,30,0,3,3,1,4,4,3
871,0,1,0,5,2,30,1,2,4,1,5,4,2
872,0,1,0,2,2,25,1,2,2,2,2,2,2
873,0,1,0,5,2,25,1,1,1,2,1,1,1
874,0,1,0,5,2,25,1,2,2,1,1,1,1
875,0,1,1,5,2,30,1,2,2,2,2,2,2
876,1,1,1,5,2,20,0,1,2,3,4,3,3
877,0,1,0,5,2,25,1,2,2,2,1,1,1
878,1,1,1,5,,20,1,2,3,2,2,2,3
879,0,1,0,1,2,30,0,5,5,1,5,5,5
880,0,1,0,2,2,25,1,2,2,2,1,1,2
881,0,1,0,5,2,30,0,3,3,4,3,2,4
882,1,1,1,5,2,25,1,1,1,5,1,1,1
883,0,1,0,5,2,30,1,2,2,3,3,2,2
884,0,1,0,5,2,25,1,2,1,4,1,1,2
885,0,1,0,5,2,30,1,1,1,3,1,1,1
886,0,1,0,5,2,25,1,1,1,4,1,1,1
887,0,1,0,5,2,25,1,1,2,2,1,1,1
888,0,1,0,2,2,25,1,3,2,2,2,2,2
889,0,1,0,2,2,30,1,1,2,4,1,1,1
890,0,1,0,5,2,30,1,2,2,2,2,1,2
891,1,1,,,,,1,,,,,,
892,0,1,0,5,2,25,0,5,5,1,5,5,5
893,0,1,0,5,2,30,1,1,1,2,1,1,1
894,0,1,0,1,1,30,1,1,1,3,1,1,1
895,0,1,4,,,30,1,2,2,1,1,2,3
896,0,1,1,5,1,30,1,1,1,5,2,1,1
897,1,1,1,5,2,30,1,3,3,3,3,3,4
898,0,1,0,5,1,30,1,1,1,4,1,1,1
899,0,1,0,5,2,25,1,1,1,2,1,1,1
900,0,1,0,5,2,30,1,2,3,1,2,4,3
901,0,1,0,2,1,30,1,1,1,4,1,1,1
902,0,1,0,5,2,25,1,1,1,4,1,1,1
903,0,1,0,5,1,30,1,2,1,4,1,1,1
904,0,1,0,5,2,25,0,4,5,1,2,5,2
905,,1,0,5,2,30,1,2,2,1,1,1,2
906,0,0,0,5,2,25,0,5,5,1,5,5,5
907,0,1,0,5,2,20,1,1,1,2,1,1,1
908,0,1,0,5,2,30,1,1,1,5,1,1,1
909,0,1,0,2,2,25,1,1,1,2,1,1,1
910,0,1,0,5,2,20,1,1,1,4,1,1,1
911,0,0,0,5,2,25,1,1,1,5,1,1,2
912,1,1,,,,,1,,,,,,
913,0,1,1,5,2,30,0,1,2,4,5,3,1
914,0,1,0,5,2,25,1,2,2,2,2,1,1
915,0,1,0,5,2,30,1,1,1,3,1,1,2
916,1,1,0,5,2,25,1,1,1,4,1,1,1
917,0,1,0,5,2,20,0,1,2,2,4,2,3
918,0,1,0,3,2,30,1,2,2,1,2,1,1
919,1,1,0,5,2,25,1,1,1,5,1,1,1
920,1,0,0,5,2,25,1,1,3,2,1,1,3
921,1,1,0,2,2,25,1,1,1,5,1,1,1
922,0,1,0,2,2,25,1,1,1,4,1,1,1
923,0,1,1,5,2,30,1,1,1,5,1,1,1
924,0,1,0,5,2,25,1,1,1,5,1,1,1
925,1,1,4,5,2,25,0,3,5,3,5,4,5
926,0,1,1,5,2,25,1,1,1,2,1,1,1
927,0,1,0,5,2,30,1,1,2,3,2,1,2
928,0,1,0,5,2,25,1,1,1,2,2,1,1
929,0,1,0,5,2,30,1,1,1,2,1,1,1
930,0,1,0,5,2,30,1,1,2,3,2,1,2
931,0,1,0,5,2,20,1,1,1,5,1,1,1
932,0,1,0,5,2,30,1,1,2,4,1,1,1
933,0,1,0,5,2,25,1,1,1,4,1,1,2
934,0,1,0,5,2,25,1,1,5,4,1,1,1
935,0,1,0,2,2,20,1,1,1,1,1,1,1
936,0,1,0,5,2,25,1,1,1,5,1,1,1
937,0,1,0,2,2,30,1,2,1,2,2,2,2
938,0,1,0,5,2,30,1,1,1,5,1,1,1
939,0,1,0,3,2,,1,1,1,4,1,1,2
940,0,0,0,2,2,30,1,2,2,2,1,1,2
941,0,1,0,2,2,,1,1,1,4,1,1,1
942,1,0,1,3,2,30,1,1,1,4,1,1,1
943,0,1,0,5,2,30,1,1,1,4,1,1,1
944,0,0,0,2,2,30,1,1,1,3,3,1,3
945,0,1,0,2,2,30,0,1,1,2,3,1,3
946,0,1,0,5,2,30,1,1,1,4,1,1,1
947,0,1,0,5,2,30,1,2,2,3,2,2,2
948,0,0,0,5,2,30,0,5,5,1,5,5,5
949,1,1,1,2,2,30,1,1,1,5,1,1,1
950,0,1,0,5,2,25,1,1,2,4,1,1,2
951,0,1,0,5,2,30,0,3,4,1,5,3,3
952,0,1,1,5,2,30,1,1,1,5,1,1,2
953,0,1,0,5,2,25,1,1,1,4,1,1,1
954,0,1,0,5,2,30,0,2,2,2,3,2,2
955,1,1,1,5,2,25,1,2,2,3,1,2,2
956,0,1,0,5,2,25,1,1,1,5,1,1,1
957,0,1,0,3,2,30,1,1,1,3,1,1,1
958,0,1,0,3,2,25,1,3,3,4,3,3,2
959,1,1,0,5,2,20,1,1,1,5,1,1,1
960,0,1,0,5,2,30,1,1,1,2,1,1,1
961,0,1,0,5,2,30,1,1,1,4,1,1,1
962,0,0,1,5,2,30,0,1,1,4,1,1,1
963,0,1,0,5,2,25,1,1,1,5,1,1,1
964,0,1,0,5,2,30,1,1,1,5,1,1,1
965,1,1,,,,,1,,,,,,
966,0,1,0,5,2,30,1,2,2,2,3,2,2
967,0,1,0,5,2,30,1,1,1,2,1,1,1
968,0,1,0,5,2,30,1,3,2,1,1,2,3
969,1,0,,,,,1,,,,,,
970,0,1,0,5,2,30,0,4,4,1,5,4,4
971,0,1,0,5,2,25,1,1,1,4,1,1,1
972,0,1,0,5,2,25,1,1,1,4,1,1,1
973,1,1,0,2,2,20,1,1,2,2,1,1,1
974,1,1,,,,,1,,,,,,
975,1,1,,,,,1,,,,,,
976,1,1,,,,,1,,,,,,
977,1,1,,,,,1,,,,,,
978,1,1,,,,,1,,,,,,
979,1,1,0,2,2,25,1,1,1,3,1,1,2
980,1,1,,,,,1,,,,,,
981,0,0,0,5,1,30,0,2,3,2,3,2,2
982,0,1,0,5,2,30,0,3,3,2,2,2,2
983,0,1,0,5,2,30,1,1,2,4,1,1,1
984,0,0,1,5,2,30,1,2,1,4,2,2,1
985,1,1,0,5,2,30,1,1,1,1,2,1,1
986,1,1,,,,,1,,,,,,
987,,,,,,,,,,,,,
988,0,0,1,5,2,30,0,3,3,2,5,3,3
989,0,1,0,3,2,25,1,2,4,2,2,2,3
990,0,1,0,5,2,25,0,4,5,5,5,5,5
991,1,1,0,2,2,20,1,2,2,2,2,1,2
992,1,1,0,5,2,25,1,1,1,4,1,1,1
993,1,1,0,,2,,1,1,1,5,1,1,1
994,1,1,0,5,2,20,1,2,2,2,1,1,1
995,0,1,4,5,,30,1,3,3,2,5,3,5
996,0,1,0,5,2,20,1,2,2,2,3,2,2
997,0,0,0,3,2,30,1,1,1,4,1,1,1
998,1,1,1,3,2,25,1,1,1,5,1,1,1
999,1,1,,,,,1,,,,,,
1000,1,1,,,,,1,,,,,,
1001,1,1,,,,,1,,,,,,
1002,1,1,,,,,1,,,,,,
1003,1,1,,,,,1,,,,,,
1004,1,0,,,,,1,,,,,,
1005,1,1,,,,,1,,,,,,
1006,1,1,,,,,1,,,,,,
1007,1,1,3,5,2,25,1,1,2,4,1,1,2
1008,1,1,,,,,0,,,,,,
1009,1,1,,,,,1,,,,,,
1010,0,1,,,,,1,,,,,,
1011,1,1,,,,,1,,,,,,
1012,1,1,1,5,2,25,1,1,1,4,1,1,2
1013,1,1,0,5,2,20,1,1,2,4,1,1,2
1014,1,1,1,5,2,30,1,2,2,4,1,1,2
1015,1,1,1,5,2,25,1,5,5,1,5,5,2
1016,1,1,0,5,1,25,1,2,2,2,1,1,1
1017,1,1,0,5,2,30,1,1,1,5,1,1,1
1018,1,1,0,5,2,25,0,3,4,2,2,3,4
1019,1,1,1,5,2,25,1,1,1,5,1,1,1
1020,0,0,,,,,1,,,,,,
1021,1,1,0,5,2,25,1,1,1,5,1,1,1
1022,0,1,,,,,1,,,,,,
1023,1,1,0,5,2,25,1,2,2,3,1,1,1
1024,0,1,,,,,1,,,,,,
1025,1,1,0,2,2,25,1,1,1,4,1,1,1
1026,1,1,0,3,1,30,1,1,1,4,1,1,1
